Timestamp#Gadget#ScreenW (px)#ScreenH (px)#ScreenW (cm)#ScreenH (cm)#System_keyboard#Keyboard type#Interaction style#Orientation#Time presented in task#Source text hidden in task#Cursor manipulation allowed#Phrase repetition allowed#Test session name#Corpus filepath#Username#Source phrase ID#P: Source phrase text#|P|: Source phrase length#T: Transcribed phrase text#|T|: Transcribed phrase length#IS: Input stream#|IS|: Input stream length#C#INF#F#IF#IFc#IFe#Time#KSPC: Keystrokes per character#KSPS: Keystrokes per second#CPS: Characters per second#WPM: Words per minute#WPMadjusted#TER: Total error rate#CER: Corrected error rate#NCER: Not corrected error rate#CBRER: Corrected-But-Right error rate#CAWER: Corrected-And-Wrong error rate#CE: Correction Efficiency#PC: Participant Conscientiousness#UB: Utilized Bandwidth#WB: Wasted Bandwidth#
2022-01-16 13:26:37.037#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#137#do not walk too quickly#23#do not walk to quickly#22#do not walk to quickly#22#22#1#0#0#0#0#15,38#1,000#1,366#1,37#16,39#15,68#4,35%#0,00%#4,35%#0,00%#0,00%#NaN#0,00#95,65%#4,35%
2022-01-16 13:27:08.008#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#107#no exchange without a bill#26#no exchange without a bill#26#no excg<hange without a bill#28#26#0#1#1#0#1#17,36#1,077#1,555#1,44#17,28#17,28#3,70%#3,70%#0,00%#0,00%#3,70%#1,000#1,00#92,86%#7,14%
2022-01-16 13:27:38.038#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#240#you will loose your voice#25#you will loose your voice#25#you will loose your voice#25#25#0#0#0#0#0#13,88#1,000#1,729#1,73#20,75#20,75#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-16 13:27:57.057#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#215#we drive on parkways#20#w drive on parkways#19#w drive on parkways#19#19#1#0#0#0#0#13,48#1,000#1,335#1,34#16,02#15,22#5,00%#0,00%#5,00%#0,00%#0,00%#NaN#0,00#95,00%#5,00%
2022-01-16 13:28:23.023#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#264#file all complaints in writing#30#file all complains in writing#29#file all complains in writing#29#29#1#0#0#0#0#16,85#1,000#1,662#1,66#19,95#19,28#3,33%#0,00%#3,33%#0,00%#0,00%#NaN#0,00#96,67%#3,33%
2022-01-16 13:28:43.043#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#391#we have enough witnesses#24#we have enaugh witnesses#24#we have eb<naugh witnesses#26#23#1#1#1#0#1#13,92#1,083#1,797#1,65#19,83#19,04#8,00%#4,00%#4,00%#0,00%#4,00%#1,000#0,50#88,46%#11,54%
2022-01-16 13:29:11.011#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#409#look in the syllabus for the course#35#look in the sylabus for the course#34#look in the sylabus forr< the course#36#34#1#1#1#1#0#19,10#1,057#1,833#1,73#20,74#20,16#5,56%#2,78%#2,78%#2,78%#0,00%#1,000#0,50#91,89%#8,11%
2022-01-16 13:29:46.046#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#353#the cat has a pleasant temperament#34#the cat has a pleasant temperament#34#the cat has a ll<<pleasant temperameb<nt#40#34#0#3#3#1#2#22,46#1,176#1,737#1,47#17,64#17,64#8,11%#8,11%#0,00%#2,70%#5,41%#1,000#1,00#85,00%#15,00%
2022-01-16 13:30:02.002#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#98#have a good weekend#19#have a goog weekend#19#have a goog weekend#19#18#1#0#0#0#0#10,15#1,000#1,774#1,77#21,28#20,16#5,26%#0,00%#5,26%#0,00%#0,00%#NaN#0,00#94,74%#5,26%
2022-01-16 13:30:29.029#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#193#shall we play a round of cards#30#shall we ply a round of cards#29#shall we ply a round of cards#29#29#1#0#0#0#0#16,22#1,000#1,726#1,73#20,71#20,02#3,33%#0,00%#3,33%#0,00%#0,00%#NaN#0,00#96,67%#3,33%
2022-01-16 13:30:58.058#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#61#i took the rover from the shop#30#i took the rover from the shop#30#i took the rover from the shop#30#30#0#0#0#0#0#15,38#1,000#1,885#1,89#22,62#22,62#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
