Timestamp#Gadget#ScreenW (px)#ScreenH (px)#ScreenW (cm)#ScreenH (cm)#System_keyboard#Keyboard type#Interaction style#Orientation#Time presented in task#Source text hidden in task#Cursor manipulation allowed#Phrase repetition allowed#Test session name#Corpus filepath#Username#Source phrase ID#P: Source phrase text#|P|: Source phrase length#T: Transcribed phrase text#|T|: Transcribed phrase length#IS: Input stream#|IS|: Input stream length#C#INF#F#IF#IFc#IFe#Time#KSPC: Keystrokes per character#KSPS: Keystrokes per second#CPS: Characters per second#WPM: Words per minute#WPMadjusted#TER: Total error rate#CER: Corrected error rate#NCER: Not corrected error rate#CBRER: Corrected-But-Right error rate#CAWER: Corrected-And-Wrong error rate#CE: Correction Efficiency#PC: Participant Conscientiousness#UB: Utilized Bandwidth#WB: Wasted Bandwidth#
2022-01-16 13:17:35.035#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#370#drugs should be avoided#23#drugs should be avoided#23#dddd ssssss bb aaaaaaa#22#23#0#0#0#0#0#10,19#1,000#2,061#2,16#25,91#25,91#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-16 13:19:19.019#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#462#pumping helps if the roads are slippery#39#pumping helps if the roads are slippery#39#ppppppp hhhhh ii y<ttt rrrrr aaa ssssssss#41#39#0#1#1#0#1#17,99#1,051#2,224#2,11#25,35#25,35#2,50%#2,50%#0,00%#0,00%#2,50%#1,000#1,00#95,12%#4,88%
2022-01-16 13:19:42.042#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#127#gas bills are sent monthly#26#gas bills are sent monthly#26#ggg bbbbbbb<< aaa ssss mmm<mmm<mmm#34#26#0#4#4#0#4#13,99#1,308#2,359#1,79#21,45#21,45#13,33%#13,33%#0,00%#0,00%#13,33%#1,000#1,00#76,47%#23,53%
2022-01-16 13:19:58.058#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#208#make up a few more phrases#26#make up a few more phrases#26#mmmm uu a fff mmmm ppppppp#26#26#0#0#0#0#0#9,41#1,000#2,656#2,66#31,87#31,87#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-16 13:20:16.016#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#4#breathing is difficult#22#breathing us difficult#22#bbbbbbbbb uu dddddd<dddd#24#21#1#1#1#0#1#9,90#1,091#2,324#2,12#25,46#24,36#8,70%#4,35%#4,35%#0,00%#4,35%#1,000#0,50#87,50%#12,50%
2022-01-16 13:20:37.037#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#393#people blow their horn a lot#28#people blow their horn a lot#28#pppppp bbbb ttttt hhhh a lll#28#28#0#0#0#0#0#11,35#1,000#2,379#2,38#28,55#28,55#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-16 13:20:55.055#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#257#an airport is a very busy place#31#an airport is a very busy place#31#aa aaaaaaa ii a vvvv bbbb ppppp#31#31#0#0#0#0#0#11,38#1,000#2,636#2,64#31,63#31,63#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-16 13:21:15.015#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#263#valid until the end of the year#31#valid until the end of the year#31#vvvvv uuuuu ttt eee oo ttt yyyy#31#31#0#0#0#0#0#12,48#1,000#2,403#2,40#28,84#28,84#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-16 13:21:37.037#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#473#exercise is good for the mind#29#exercise is good for the mind#29#eeeee<<<eeeeee ii gggg fff ttt mmmm#35#29#0#3#3#1#2#17,03#1,207#1,996#1,64#19,73#19,73#9,38%#9,38%#0,00%#3,13%#6,25%#1,000#1,00#82,86%#17,14%
2022-01-16 13:21:55.055#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#252#you want to eat your cake#25#you want to eat your cake#25#yyy wwww <<w tt eee<e yyyy cccc#31#25#0#3#3#1#2#12,45#1,240#2,410#1,93#23,14#23,14#10,71%#10,71%#0,00%#3,57%#7,14%#1,000#1,00#80,65%#19,35%
2022-01-16 13:22:11.011#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#326#the fax machine is broken#25#the fax machine is broken#25#ttt fff mmmmmmm ii p<bbbbbb#27#25#0#1#1#0#1#10,44#1,080#2,490#2,30#27,58#27,58#3,85%#3,85%#0,00%#0,00%#3,85%#1,000#1,00#92,59%#7,41%
2022-01-16 13:22:27.027#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#196#do a good deed to someone#25#do a good feed to someone#25#dd a gggg ffff tt sssssss#25#24#1#0#0#0#0#10,30#1,000#2,331#2,33#27,97#26,85#4,00%#0,00%#4,00%#0,00%#0,00%#NaN#0,00#96,00%#4,00%
2022-01-16 13:22:41.041#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#150#i can play much better now#26#i can play much better now#26#i ccc pppp mmmm bbbbbb nnn#26#26#0#0#0#0#0#10,64#1,000#2,351#2,35#28,21#28,21#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-16 13:22:58.058#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#244#this system of taxation#23#this system of taxation#23#tttt ssssss oo tttttttt#23#23#0#0#0#0#0#10,22#1,000#2,153#2,15#25,84#25,84#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-16 13:23:15.015#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#397#be discreet about your meeting#30#be descreet about your meeting#30#bb dddddddd aaaaa yyyy mmmmmmm#30#29#1#0#0#0#0#11,07#1,000#2,621#2,62#31,45#30,40#3,33%#0,00%#3,33%#0,00%#0,00%#NaN#0,00#96,67%#3,33%
2022-01-16 13:23:35.035#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#274#a touchdown in the last minute#30#a touchdown in the last minute#30#a ttttttttt ii a<ttt llll mmmmmm#32#30#0#1#1#0#1#10,90#1,067#2,843#2,66#31,92#31,92#3,23%#3,23%#0,00%#0,00%#3,23%#1,000#1,00#93,75%#6,25%
2022-01-16 13:23:50.050#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#132#fall is my favorite season#26#fall is my favourite season#27#ffff ii mm fffffffff ssssss#27#26#1#0#0#0#0#9,91#1,000#2,624#2,62#31,49#30,32#3,70%#0,00%#3,70%#0,00%#0,00%#NaN#0,00#96,30%#3,70%
2022-01-16 13:24:06.006#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#153#batman wears a cape#19#batman wears a cape#19#bbbbbb ee<<wwwww a cccc#23#19#0#2#2#1#1#10,37#1,211#2,122#1,74#20,84#20,84#9,52%#9,52%#0,00%#4,76%#4,76%#1,000#1,00#82,61%#17,39%
2022-01-16 13:24:22.022#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Tipkovnica Microsoft SwiftKey#Default#One-handed#Portrait#true#false#false#false#Ana#MacKenzie500_assetFile#Ana#158#i do not care if you do that#28#i dont care if you do that#26#i dddd cccc ii yyy dd tttt#26#26#2#0#0#0#0#9,83#1,000#2,543#2,54#30,52#28,34#7,14%#0,00%#7,14%#0,00%#0,00%#NaN#0,00#92,86%#7,14%
