"sep=#"
Timestamp#Gadget#ScreenW (px)#ScreenH (px)#ScreenW (cm)#ScreenH (cm)#System_keyboard#Keyboard type#Interaction style#Orientation#Time presented in task#Source text hidden in task#Cursor manipulation allowed#Phrase repetition allowed#Test session name#Corpus filepath#Username#Source phrase ID#P: Source phrase text#|P|: Source phrase length#T: Transcribed phrase text#|T|: Transcribed phrase length#IS: Input stream#|IS|: Input stream length#C#INF#F#IF#IFc#IFe#Time#KSPC: Keystrokes per character#KSPS: Keystrokes per second#CPS: Characters per second#WPM: Words per minute#WPMadjusted#TER: Total error rate#CER: Corrected error rate#NCER: Not corrected error rate#CBRER: Corrected-But-Right error rate#CAWER: Corrected-And-Wrong error rate#CE: Correction Efficiency#PC: Participant Conscientiousness#UB: Utilized Bandwidth#WB: Wasted Bandwidth#
2022-01-13 10:59:47.047#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#410#rectangular objects have four sides#35#rectangular objects have four sides#35#rectangular objects have four sides#35#35#0#0#0#0#0#11,96#1,000#2,843#2,84#34,11#34,11#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-13 11:00:01.001#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#70#all together in one big pile#28#all together in one big pike#28#all together in one big pike#28#27#1#0#0#0#0#10,03#1,000#2,693#2,69#32,31#31,16#3,57%#0,00%#3,57%#0,00%#0,00%#NaN#0,00#96,43%#3,57%
2022-01-13 11:00:17.017#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#88#vanilla flavored ice cream#26#vanila flavored ice cream#25#vanika <<<la flavored ice cream#31#25#1#3#3#0#3#12,67#1,231#2,367#1,89#22,72#21,94#13,79%#10,34%#3,45%#0,00%#10,34%#1,000#0,75#78,13%#21,88%
2022-01-13 11:00:33.033#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#257#an airport is a very busy place#31#an airport is a very busy place#31#an airport is a very busy place#31#31#0#0#0#0#0#12,69#1,000#2,364#2,36#28,37#28,37#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-13 11:00:45.045#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#167#be home before midnight#23#be home before midnight#23#be g<home before midnight#25#23#0#1#1#0#1#9,40#1,087#2,553#2,34#28,08#28,08#4,17%#4,17%#0,00%#0,00%#4,17%#1,000#1,00#92,00%#8,00%
2022-01-13 11:00:56.056#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#147#accompanied by an adult#23#accompanied by an asult#23#accompanied by an asult#23#22#1#0#0#0#0#9,10#1,000#2,418#2,42#29,01#27,75#4,35%#0,00%#4,35%#0,00%#0,00%#NaN#0,00#95,65%#4,35%
2022-01-13 11:01:06.006#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#205#santa claus got stuck#21#santa claus got wtuck#21#santa claus got wtuck#21#20#1#0#0#0#0#8,61#1,000#2,322#2,32#27,87#26,54#4,76%#0,00%#4,76%#0,00%#0,00%#NaN#0,00#95,24%#4,76%
2022-01-13 11:01:23.023#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#312#keep receipts for all your expenses#35#keep receipts for all your expenses#35#keep receipts for all t<your expenses#37#35#0#1#1#0#1#15,12#1,057#2,380#2,25#26,98#26,98#2,78%#2,78%#0,00%#0,00%#2,78%#1,000#1,00#94,59%#5,41%
2022-01-13 11:01:34.034#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#94#all good boys deserve fudge#27#all good boys deserve fudge#27#all good boys deserve fudge#27#27#0#0#0#0#0#8,42#1,000#3,090#3,09#37,08#37,08#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-13 11:01:49.049#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#224#the imagination of the nation#29#the imagination of thw nation#29#the imagination of thw nation#29#28#1#0#0#0#0#9,87#1,000#2,836#2,84#34,04#32,86#3,45%#0,00%#3,45%#0,00%#0,00%#NaN#0,00#96,55%#3,45%
2022-01-13 11:02:01.001#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#46#the dreamers of dreams#22#the dreamers of dreams#22#the dreamers of drw<eams#24#22#0#1#1#0#1#9,37#1,091#2,454#2,24#26,89#26,89#4,35%#4,35%#0,00%#0,00%#4,35%#1,000#1,00#91,67%#8,33%
2022-01-13 11:02:16.016#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#59#drove my chevy to the levee#27#drove my chevy to the levee#27#drove mz<t<y chevy to the levee#31#27#0#2#2#0#2#12,37#1,148#2,426#2,10#25,23#25,23#6,90%#6,90%#0,00%#0,00%#6,90%#1,000#1,00#87,10%#12,90%
2022-01-13 11:02:28.028#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#37#the force is with you#21#thw force is with you#21#thw force o<is wiy<th you#25#20#1#2#2#0#2#9,41#1,190#2,551#2,13#25,51#24,40#13,04%#8,70%#4,35%#0,00%#8,70%#1,000#0,67#80,00%#20,00%
2022-01-13 11:02:40.040#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#218#effort is what it will take#27#effort is what it will take#27#effort is what it will take#27#27#0#0#0#0#0#10,45#1,000#2,487#2,49#29,85#29,85#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-13 11:02:59.059#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#339#that agreement is rife with problems#36#that agreement is rife with problems#36#that agreement is rife with pron<blems#38#36#0#1#1#0#1#16,34#1,056#2,264#2,14#25,70#25,70#2,70%#2,70%#0,00%#0,00%#2,70%#1,000#1,00#94,74%#5,26%
2022-01-13 11:03:13.013#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#120#hands on experience with a job#30#hands on experienxe with a jov#30#hands on experienxe with a jov#30#28#2#0#0#0#0#11,30#1,000#2,567#2,57#30,80#28,75#6,67%#0,00%#6,67%#0,00%#0,00%#NaN#0,00#93,33%#6,67%
2022-01-13 11:03:29.029#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#460#traveling to conferences is fun#31#traveling to conferences is fun#31#traveling to conde<<ferences iss< fun#37#31#0#3#3#1#2#14,03#1,194#2,567#2,14#25,67#25,67#8,82%#8,82%#0,00%#2,94%#5,88%#1,000#1,00#83,78%#16,22%
2022-01-13 11:03:47.047#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#138#a duck quacks to ask for food#29#a duck quacks to ask for food#29#a duck qu<uacl<ks y<to ask for food#35#29#0#3#3#1#2#15,50#1,207#2,193#1,81#21,67#21,67#9,38%#9,38%#0,00%#3,13%#6,25%#1,000#1,00#82,86%#17,14%
2022-01-13 11:04:01.001#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#135#parking lot is full of trucks#29#parking lit is full of trucks#29#pad<rking lit is full of trucks#31#28#1#1#1#0#1#11,65#1,069#2,576#2,40#28,85#27,88#6,67%#3,33%#3,33%#0,00%#3,33%#1,000#0,50#90,32%#9,68%
2022-01-13 11:04:13.013#samsung-SM-A528B#1080#2009#6,70#12,56#Samsung Keyboard#default#One-handed#Portrait#true#false#false#false#session1-kkrapic#MacKenzie500_assetFile#kkrapic#189#what a lovely red jacket#24#what a lovely red jacket#24#what a lovely red jacket#24#24#0#0#0#0#0#9,91#1,000#2,322#2,32#27,86#27,86#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-16 12:52:09.009#samsung-SM-A528B#1080#2009#6,70#12,56#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#session2-kkrapic#MacKenzie500_assetFile#kkrapic#307#there are winners and losers#28#there are winners and losers#28#there are winners and losers#28#28#0#0#0#0#0#14,86#1,000#1,817#1,82#21,81#21,81#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-16 12:52:24.024#samsung-SM-A528B#1080#2009#6,70#12,56#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#session2-kkrapic#MacKenzie500_assetFile#kkrapic#163#i watched blazing saddles#25#i watched blzing saddles#24#i watched blzing saddles#24#24#1#0#0#0#0#12,59#1,000#1,828#1,83#21,93#21,05#4,00%#0,00%#4,00%#0,00%#0,00%#NaN#0,00#96,00%#4,00%
2022-01-16 12:52:44.044#samsung-SM-A528B#1080#2009#6,70#12,56#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#session2-kkrapic#MacKenzie500_assetFile#kkrapic#76#my preferred treat is chocolate#31#my preferred treat is chocolate#31#my preferred treat is chocolate#31#31#0#0#0#0#0#17,22#1,000#1,743#1,74#20,91#20,91#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-16 12:53:09.009#samsung-SM-A528B#1080#2009#6,70#12,56#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#session2-kkrapic#MacKenzie500_assetFile#kkrapic#425#for murder you get a long prison sentence#41#for murder you get a long prison sentence#41#for murder you get a lom<ng prison sentence#43#41#0#1#1#0#1#21,92#1,049#1,916#1,82#21,90#21,90#2,38%#2,38%#0,00%#0,00%#2,38%#1,000#1,00#95,35%#4,65%
2022-01-16 12:53:27.027#samsung-SM-A528B#1080#2009#6,70#12,56#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#session2-kkrapic#MacKenzie500_assetFile#kkrapic#443#spill coffee on the carpet#26#spill coffee on the carpet#26#spill coffee on the carpet#26#26#0#0#0#0#0#11,96#1,000#2,090#2,09#25,08#25,08#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-16 12:53:41.041#samsung-SM-A528B#1080#2009#6,70#12,56#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#session2-kkrapic#MacKenzie500_assetFile#kkrapic#151#she wears too much makeup#25#she wears too much makeup#25#she wears too much makeup#25#25#0#0#0#0#0#12,60#1,000#1,905#1,90#22,86#22,86#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-16 12:54:01.001#samsung-SM-A528B#1080#2009#6,70#12,56#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#session2-kkrapic#MacKenzie500_assetFile#kkrapic#413#nothing finer than discovering a treasure#41#nothing finer than discovering a treadure#41#nothing finer than discovering a treadure#41#40#1#0#0#0#0#17,84#1,000#2,243#2,24#26,91#26,25#2,44%#0,00%#2,44%#0,00%#0,00%#NaN#0,00#97,56%#2,44%
2022-01-16 12:54:22.022#samsung-SM-A528B#1080#2009#6,70#12,56#Hexagonal Keyboard#qwerty#One-handed#Portrait#true#false#false#false#session2-kkrapic#MacKenzie500_assetFile#kkrapic#193#shall we play a round of cards#30#shall we play a round of cards#30#shall we playa<<y a round of catds<<<rds#40#30#0#5#5#3#2#19,38#1,333#2,013#1,50#17,96#17,96#14,29%#14,29%#0,00%#8,57%#5,71%#1,000#1,00#75,00%#25,00%
