2022-01-14 17:57:36.036#samsung-SM-A326B#720#1339#6,80#12,64#Samsung tipkovnica#default#One-handed#Portrait#true#false#false#false#filip#MacKenzie500_assetFile#filip#309#pay off a mortgage for a house#30#pay off a mortgage for a house#30#j<f<pay off a mortgage for a house#34#30#0#2#2#0#2#16,94#1,133#1,949#1,71#20,55#20,55#6,25%#6,25%#0,00%#0,00%#6,25%#1,000#1,00#88,24%#11,76%
2022-01-14 17:58:03.003#samsung-SM-A326B#720#1339#6,80#12,64#Samsung tipkovnica#default#One-handed#Portrait#true#false#false#false#filip#MacKenzie500_assetFile#filip#88#vanilla flavored ice cream#26#vanilla flavored icecream#25#vani<<nilla flavored icecream#29#25#1#2#2#2#0#11,49#1,154#2,437#2,09#25,07#24,17#10,71%#7,14%#3,57%#7,14%#0,00%#1,000#0,67#83,33%#16,67%
2022-01-14 17:58:45.045#samsung-SM-A326B#720#1339#6,80#12,64#Samsung tipkovnica#default#One-handed#Portrait#true#false#false#false#filip#MacKenzie500_assetFile#filip#329#would you like to come to my house#34#would you like to come to my house#34#would you like to come to my house#34#34#0#0#0#0#0#12,36#1,000#2,671#2,67#32,05#32,05#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-14 17:58:58.058#samsung-SM-A326B#720#1339#6,80#12,64#Samsung tipkovnica#default#One-handed#Portrait#true#false#false#false#filip#MacKenzie500_assetFile#filip#1#my watch fell in the water#26#my watch fell in te water#25#my watch fell in te water#25#25#1#0#0#0#0#8,49#1,000#2,827#2,83#33,92#32,62#3,85%#0,00%#3,85%#0,00%#0,00%#NaN#0,00#96,15%#3,85%
2022-01-14 17:59:17.017#samsung-SM-A326B#720#1339#6,80#12,64#Samsung tipkovnica#default#One-handed#Portrait#true#false#false#false#filip#MacKenzie500_assetFile#filip#249#destruction of the rain forest#30#destruction of the rain forest#30#destruction of thr<e rain forest#32#30#0#1#1#0#1#10,12#1,067#3,063#2,87#34,38#34,38#3,23%#3,23%#0,00%#0,00%#3,23%#1,000#1,00#93,75%#6,25%
2022-01-14 17:59:31.031#samsung-SM-A326B#720#1339#6,80#12,64#Samsung tipkovnica#default#One-handed#Portrait#true#false#false#false#filip#MacKenzie500_assetFile#filip#256#please follow the guidelines#28#please fallow the guidelines#28#please fallow the guidelines#28#27#1#0#0#0#0#9,21#1,000#2,933#2,93#35,19#33,94#3,57%#0,00%#3,57%#0,00%#0,00%#NaN#0,00#96,43%#3,57%
2022-01-14 17:59:46.046#samsung-SM-A326B#720#1339#6,80#12,64#Samsung tipkovnica#default#One-handed#Portrait#true#false#false#false#filip#MacKenzie500_assetFile#filip#193#shall we play a round of cards#30#shall we play a round of cards#30#shall we play a round of cards#30#30#0#0#0#0#0#10,94#1,000#2,651#2,65#31,81#31,81#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-14 18:00:08.008#samsung-SM-A326B#720#1339#6,80#12,64#Samsung tipkovnica#default#One-handed#Portrait#true#false#false#false#filip#MacKenzie500_assetFile#filip#496#put garbage in an abandoned mine#32#put garbage in an abandoned mine#32#put garv<bage in an abanf<doned mine#36#32#0#2#2#0#2#12,82#1,125#2,729#2,42#29,01#29,01#5,88%#5,88%#0,00%#0,00%#5,88%#1,000#1,00#88,89%#11,11%
2022-01-14 18:00:46.046#samsung-SM-A326B#720#1339#6,80#12,64#Samsung tipkovnica#default#One-handed#Portrait#true#false#false#false#filip#MacKenzie500_assetFile#filip#245#beautiful paintings in the gallery#34#beautiful paintings in the gallery#34#beautiff<ul paintings in the gale<lery#38#34#0#2#2#0#2#16,69#1,118#2,217#1,98#23,73#23,73#5,56%#5,56%#0,00%#0,00%#5,56%#1,000#1,00#89,47%#10,53%
2022-01-14 18:01:07.007#samsung-SM-A326B#720#1339#6,80#12,64#Samsung tipkovnica#default#One-handed#Portrait#true#false#false#false#filip#MacKenzie500_assetFile#filip#237#this leather jacket is too warm#31#this leather jacket is too warm#31#this leather jacket is too e<warn<m#35#31#0#2#2#0#2#12,49#1,129#2,722#2,40#28,82#28,82#6,06%#6,06%#0,00%#0,00%#6,06%#1,000#1,00#88,57%#11,43%
